Store,DayOfWeek,Date,month,year,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2
1,3,8/19/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,2,8/18/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,1,8/17/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,7,8/16/2015,8,2015,0.0,0,0,1,1270.0,9,2008,0
1,6,8/15/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,5,8/14/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,4,8/13/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,3,8/12/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,2,8/11/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,1,8/10/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,7,8/9/2015,8,2015,0.0,0,0,1,1270.0,9,2008,0
1,6,8/8/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
1,5,8/7/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,4,8/6/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,3,8/5/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,2,8/4/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,1,8/3/2015,8,2015,1.0,1,0,1,1270.0,9,2008,0
1,7,8/2/2015,8,2015,0.0,0,0,1,1270.0,9,2008,0
1,6,8/1/2015,8,2015,1.0,0,0,1,1270.0,9,2008,0
3,4,9/17/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,3,9/16/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,2,9/15/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,1,9/14/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,7,9/13/2015,9,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,9/12/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,9/11/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,4,9/10/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,3,9/9/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,2,9/8/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,1,9/7/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,7,9/6/2015,9,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,9/5/2015,9,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,9/4/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,4,9/3/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,3,9/2/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,2,9/1/2015,9,2015,1.0,1,0,0,14130.0,12,2006,1
3,1,8/31/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,7,8/30/2015,8,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,8/29/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,8/28/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,4,8/27/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,3,8/26/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,2,8/25/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,1,8/24/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,7,8/23/2015,8,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,8/22/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,8/21/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,4,8/20/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,3,8/19/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,2,8/18/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,1,8/17/2015,8,2015,1.0,1,0,0,14130.0,12,2006,1
3,7,8/16/2015,8,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,8/15/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,8/14/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,4,8/13/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,3,8/12/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,2,8/11/2015,8,2015,1.0,0,0,1,14130.0,12,2006,1
3,1,8/10/2015,8,2015,1.0,0,0,1,14130.0,12,2006,1
3,7,8/9/2015,8,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,8/8/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
3,5,8/7/2015,8,2015,1.0,1,0,1,14130.0,12,2006,1
3,4,8/6/2015,8,2015,1.0,1,0,1,14130.0,12,2006,1
3,3,8/5/2015,8,2015,1.0,1,0,1,14130.0,12,2006,1
3,2,8/4/2015,8,2015,1.0,1,0,1,14130.0,12,2006,1
3,1,8/3/2015,8,2015,1.0,1,0,1,14130.0,12,2006,1
3,7,8/2/2015,8,2015,0.0,0,0,0,14130.0,12,2006,1
3,6,8/1/2015,8,2015,1.0,0,0,0,14130.0,12,2006,1
7,4,9/17/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,3,9/16/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,2,9/15/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,1,9/14/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,7,9/13/2015,9,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,9/12/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,9/11/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,4,9/10/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,3,9/9/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,2,9/8/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,1,9/7/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,7,9/6/2015,9,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,9/5/2015,9,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,9/4/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,4,9/3/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,3,9/2/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,2,9/1/2015,9,2015,1.0,1,0,0,24000.0,4,2013,0
7,1,8/31/2015,8,2015,1.0,1,0,0,24000.0,4,2013,0
7,7,8/30/2015,8,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,8/29/2015,8,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,8/28/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,4,8/27/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,3,8/26/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,2,8/25/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,1,8/24/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,7,8/23/2015,8,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,8/22/2015,8,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,8/21/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,4,8/20/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,3,8/19/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,2,8/18/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,1,8/17/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,7,8/16/2015,8,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,8/15/2015,8,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,8/14/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,4,8/13/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,3,8/12/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,2,8/11/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,1,8/10/2015,8,2015,1.0,0,0,1,24000.0,4,2013,0
7,7,8/9/2015,8,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,8/8/2015,8,2015,1.0,0,0,0,24000.0,4,2013,0
7,5,8/7/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,4,8/6/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,3,8/5/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,2,8/4/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,1,8/3/2015,8,2015,1.0,1,0,1,24000.0,4,2013,0
7,7,8/2/2015,8,2015,0.0,0,0,0,24000.0,4,2013,0
7,6,8/1/2015,8,2015,1.0,0,0,0,24000.0,4,2013,0
8,4,9/17/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,3,9/16/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,2,9/15/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,1,9/14/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,7,9/13/2015,9,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,9/12/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,9/11/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,4,9/10/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,3,9/9/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,2,9/8/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,1,9/7/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,7,9/6/2015,9,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,9/5/2015,9,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,9/4/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,4,9/3/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,3,9/2/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,2,9/1/2015,9,2015,1.0,1,0,0,7520.0,10,2014,0
8,1,8/31/2015,8,2015,1.0,1,0,0,7520.0,10,2014,0
8,7,8/30/2015,8,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,8/29/2015,8,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,8/28/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,4,8/27/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,3,8/26/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,2,8/25/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,1,8/24/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,7,8/23/2015,8,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,8/22/2015,8,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,8/21/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,4,8/20/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,3,8/19/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,2,8/18/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,1,8/17/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,7,8/16/2015,8,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,8/15/2015,8,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,8/14/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,4,8/13/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,3,8/12/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,2,8/11/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,1,8/10/2015,8,2015,1.0,0,0,1,7520.0,10,2014,0
8,7,8/9/2015,8,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,8/8/2015,8,2015,1.0,0,0,0,7520.0,10,2014,0
8,5,8/7/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,4,8/6/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,3,8/5/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,2,8/4/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,1,8/3/2015,8,2015,1.0,1,0,1,7520.0,10,2014,0
8,7,8/2/2015,8,2015,0.0,0,0,0,7520.0,10,2014,0
8,6,8/1/2015,8,2015,1.0,0,0,0,7520.0,10,2014,0
9,4,9/17/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,3,9/16/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,2,9/15/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,1,9/14/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,7,9/13/2015,9,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,9/12/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,9/11/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,4,9/10/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,3,9/9/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,2,9/8/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,1,9/7/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,7,9/6/2015,9,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,9/5/2015,9,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,9/4/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,4,9/3/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,3,9/2/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,2,9/1/2015,9,2015,1.0,1,0,0,2030.0,8,2000,0
9,1,8/31/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,7,8/30/2015,8,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,8/29/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,8/28/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,4,8/27/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,3,8/26/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,2,8/25/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,1,8/24/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,7,8/23/2015,8,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,8/22/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,8/21/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,4,8/20/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,3,8/19/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,2,8/18/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,1,8/17/2015,8,2015,1.0,1,0,0,2030.0,8,2000,0
9,7,8/16/2015,8,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,8/15/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,8/14/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,4,8/13/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,3,8/12/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,2,8/11/2015,8,2015,1.0,0,0,1,2030.0,8,2000,0
9,1,8/10/2015,8,2015,1.0,0,0,1,2030.0,8,2000,0
9,7,8/9/2015,8,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,8/8/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
9,5,8/7/2015,8,2015,1.0,1,0,1,2030.0,8,2000,0
9,4,8/6/2015,8,2015,1.0,1,0,1,2030.0,8,2000,0
9,3,8/5/2015,8,2015,1.0,1,0,1,2030.0,8,2000,0
9,2,8/4/2015,8,2015,1.0,1,0,1,2030.0,8,2000,0
9,1,8/3/2015,8,2015,1.0,1,0,1,2030.0,8,2000,0
9,7,8/2/2015,8,2015,0.0,0,0,0,2030.0,8,2000,0
9,6,8/1/2015,8,2015,1.0,0,0,0,2030.0,8,2000,0
10,4,9/17/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,3,9/16/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,2,9/15/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,1,9/14/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,7,9/13/2015,9,2015,0.0,0,0,0,3160.0,9,2009,0
10,6,9/12/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,5,9/11/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,4,9/10/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,3,9/9/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,2,9/8/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,1,9/7/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,7,9/6/2015,9,2015,0.0,0,0,0,3160.0,9,2009,0
10,6,9/5/2015,9,2015,1.0,0,0,0,3160.0,9,2009,0
10,5,9/4/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,4,9/3/2015,9,2015,1.0,1,0,0,3160.0,9,2009,0
10,3,9/2/2015,9,2015,1.0,1,0,1,3160.0,9,2009,0
10,2,9/1/2015,9,2015,1.0,1,0,1,3160.0,9,2009,0
10,1,8/31/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,7,8/30/2015,8,2015,0.0,0,0,1,3160.0,9,2009,0
10,6,8/29/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,5,8/28/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,4,8/27/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,3,8/26/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,2,8/25/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,1,8/24/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,7,8/23/2015,8,2015,0.0,0,0,1,3160.0,9,2009,0
10,6,8/22/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,5,8/21/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,4,8/20/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,3,8/19/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,2,8/18/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,1,8/17/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,7,8/16/2015,8,2015,0.0,0,0,1,3160.0,9,2009,0
10,6,8/15/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,5,8/14/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,4,8/13/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,3,8/12/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,2,8/11/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,1,8/10/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,7,8/9/2015,8,2015,0.0,0,0,1,3160.0,9,2009,0
10,6,8/8/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
10,5,8/7/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,4,8/6/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,3,8/5/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,2,8/4/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,1,8/3/2015,8,2015,1.0,1,0,1,3160.0,9,2009,0
10,7,8/2/2015,8,2015,0.0,0,0,1,3160.0,9,2009,0
10,6,8/1/2015,8,2015,1.0,0,0,1,3160.0,9,2009,0
11,4,9/17/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,3,9/16/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,2,9/15/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,1,9/14/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,7,9/13/2015,9,2015,0.0,0,0,0,960.0,11,2011,1
11,6,9/12/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,5,9/11/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,4,9/10/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,3,9/9/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,2,9/8/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,1,9/7/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,7,9/6/2015,9,2015,0.0,0,0,0,960.0,11,2011,1
11,6,9/5/2015,9,2015,1.0,0,0,0,960.0,11,2011,1
11,5,9/4/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,4,9/3/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,3,9/2/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,2,9/1/2015,9,2015,1.0,1,0,0,960.0,11,2011,1
11,1,8/31/2015,8,2015,1.0,1,0,0,960.0,11,2011,1
11,7,8/30/2015,8,2015,0.0,0,0,0,960.0,11,2011,1
11,6,8/29/2015,8,2015,1.0,0,0,0,960.0,11,2011,1
11,5,8/28/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,4,8/27/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,3,8/26/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,2,8/25/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,1,8/24/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,7,8/23/2015,8,2015,0.0,0,0,0,960.0,11,2011,1
11,6,8/22/2015,8,2015,1.0,0,0,0,960.0,11,2011,1
11,5,8/21/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,4,8/20/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,3,8/19/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,2,8/18/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,1,8/17/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,7,8/16/2015,8,2015,0.0,0,0,0,960.0,11,2011,1
11,6,8/15/2015,8,2015,1.0,0,0,0,960.0,11,2011,1
11,5,8/14/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,4,8/13/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,3,8/12/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,2,8/11/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,1,8/10/2015,8,2015,1.0,0,0,1,960.0,11,2011,1
11,7,8/9/2015,8,2015,0.0,0,0,0,960.0,11,2011,1
11,6,8/8/2015,8,2015,1.0,0,0,0,960.0,11,2011,1
11,5,8/7/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,4,8/6/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,3,8/5/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,2,8/4/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,1,8/3/2015,8,2015,1.0,1,0,1,960.0,11,2011,1
11,7,8/2/2015,8,2015,0.0,0,0,0,960.0,11,2011,1
11,6,8/1/2015,8,2015,1.0,0,0,0,960.0,11,2011,1
12,4,9/17/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,3,9/16/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,2,9/15/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,1,9/14/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,7,9/13/2015,9,2015,0.0,0,0,0,1070.0,9,2012,1
12,6,9/12/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,5,9/11/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,4,9/10/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,3,9/9/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,2,9/8/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,1,9/7/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,7,9/6/2015,9,2015,0.0,0,0,0,1070.0,9,2012,1
12,6,9/5/2015,9,2015,1.0,0,0,0,1070.0,9,2012,1
12,5,9/4/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,4,9/3/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,3,9/2/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,2,9/1/2015,9,2015,1.0,1,0,0,1070.0,9,2012,1
12,1,8/31/2015,8,2015,1.0,1,0,0,1070.0,9,2012,1
12,7,8/30/2015,8,2015,0.0,0,0,0,1070.0,9,2012,1
12,6,8/29/2015,8,2015,1.0,0,0,0,1070.0,9,2012,1
12,5,8/28/2015,8,2015,1.0,0,0,1,1070.0,9,2012,1
12,4,8/27/2015,8,2015,1.0,0,0,1,1070.0,9,2012,1
12,3,8/26/2015,8,2015,1.0,0,0,1,1070.0,9,2012,1
12,2,8/25/2015,8,2015,1.0,0,0,1,1070.0,9,2012,1
12,1,8/24/2015,8,2015,1.0,0,0,1,1070.0,9,2012,1
12,7,8/23/2015,8,2015,0.0,0,0,0,1070.0,9,2012,1
12,6,8/22/2015,8,2015,1.0,0,0,0,1070.0,9,2012,1
12,5,8/21/2015,8,2015,1.0,1,0,1,1070.0,9,2012,1
12,4,8/20/2015,8,2015,1.0,1,0,1,1070.0,9,2012,1
